employee_ID,distance_in_m,time_in_s,CO2_in_g,category
334,3600,519.9299139852955,180.0,public
335,3600,483.03407968432646,180.0,public
336,3600,601.140984515139,180.0,public
337,3600,271.02814261163934,440.28,car
338,3600,270.7497312472436,440.28,car
339,3600,501.02867007389773,180.0,public
340,3600,288.10305593127936,440.28,car
341,3600,532.5885499644461,180.0,public
342,3600,233.69235853827263,440.28,car
343,3600,280.92092077011955,440.28,car
344,3600,278.95713076062304,440.28,car
345,3600,514.1032880291328,180.0,public
346,3600,268.8297650484061,440.28,car
347,3600,505.63263324361526,180.0,public
348,3600,477.4753321706661,180.0,public
349,3600,297.5918248173112,440.28,car
350,3600,307.15713841544596,440.28,car
351,3600,208.2513571734742,440.28,car
352,3600,580.1894285039373,180.0,public
353,3600,253.32679331191287,440.28,car
354,3600,258.0134112945305,440.28,car
355,3600,257.06329638621435,440.28,car
356,3600,545.21693427138,180.0,public
357,3600,502.4598092418945,180.0,public
358,3600,272.333437096507,440.28,car
359,3600,256.4258755321392,440.28,car
360,3600,287.7478173614067,440.28,car
361,3600,578.9084075315831,180.0,public
362,3600,298.25584445408236,440.28,car
363,3600,502.7150767981251,180.0,public
364,3600,225.03618655051898,440.28,car
365,3600,486.8350537314452,180.0,public
366,3600,509.7860129099507,180.0,public
367,3600,254.56009113535978,440.28,car
368,3600,269.70759751950567,440.28,car
369,3600,569.5063180105235,180.0,public
370,3600,248.64291671705985,440.28,car
371,3600,283.15212550660056,440.28,car
372,3600,515.8962018073861,180.0,public
373,3600,232.5838799516521,440.28,car
374,3600,543.1086125161377,180.0,public
375,3600,300.42784775456244,440.28,car
376,3600,265.2696513713779,440.28,car
377,3600,276.0306150264045,440.28,car
378,3600,288.2304413329459,440.28,car
379,3600,558.2528118200573,180.0,public
380,3600,574.7753033230986,180.0,public
381,3600,546.7942175846722,180.0,public
382,3600,216.42739393539082,440.28,car
383,3600,550.1968678095287,180.0,public
384,3600,272.82880542350676,440.28,car
385,3600,478.06460546906834,180.0,public
386,3600,492.45925898441067,180.0,public
387,3600,459.9712490714866,180.0,public
388,3600,298.29795791542546,440.28,car
389,3600,499.5495653626169,180.0,public
390,3600,292.82912933730455,440.28,car
391,3600,484.5412529682976,180.0,public
392,3600,488.51205790022215,180.0,public
393,3600,236.37562161876724,440.28,car
394,3600,211.643575789885,440.28,car
395,3600,539.988346577544,180.0,public
396,3600,270.77490068838995,440.28,car
397,3600,279.2400651494843,440.28,car
398,3600,591.6387746779687,180.0,public
399,3600,575.4624860228981,180.0,public
400,3600,567.4032559274766,180.0,public
401,3600,491.75282045647464,180.0,public
402,3600,403.28034248674834,180.0,public
403,3600,216.18022798016682,440.28,car
404,3600,244.8833089818144,440.28,car
405,3600,254.8779578569688,440.28,car
406,3600,281.73016806973015,440.28,car
407,3600,229.2133006168038,440.28,car
408,3600,303.9853855468238,440.28,car
409,3600,465.28098874126965,180.0,public
410,3600,515.2761199575268,180.0,public
411,3600,285.68708052775895,440.28,car
412,3600,276.4768159867805,440.28,car
413,3600,553.9161630643532,180.0,public
414,3600,246.64440701004875,440.28,car
415,3600,275.97777518689844,440.28,car
416,3600,310.29113310668316,440.28,car
417,3600,239.0802284616915,440.28,car
418,3600,217.32357190209945,440.28,car
419,3600,534.507861210732,180.0,public
420,3600,273.2846029924163,440.28,car
421,3600,481.06816904953257,180.0,public
422,3600,249.53337140197215,440.28,car
423,3600,837.9683505687906,18.0,bike
424,3600,497.495258013422,180.0,public
425,3600,596.3270833274986,180.0,public
426,3600,461.08229620192975,180.0,public
427,3600,470.62913156702405,180.0,public
428,3600,272.9103313886074,440.28,car
429,3600,473.402332603736,180.0,public
430,3600,561.8462445380521,180.0,public
431,3600,290.2096393562571,440.28,car
432,3600,241.47387645359132,440.28,car
433,3600,538.444563402582,180.0,public
434,3600,252.68581041561742,440.28,car
435,3600,282.9487481846097,440.28,car
436,3600,261.32058147219453,440.28,car
437,3600,510.8433375091068,180.0,public
438,3600,486.71901306127313,180.0,public
439,3600,298.87401711958876,440.28,car
440,3600,633.1472163004382,180.0,public
441,3600,250.8291363126353,440.28,car
442,3600,274.2913151293539,440.28,car
443,3600,306.0017781032112,440.28,car
444,3600,214.60194715275475,440.28,car
445,3600,561.3802080523762,180.0,public
446,3600,280.62352945028573,440.28,car
447,3600,504.6569557342233,180.0,public
448,3600,465.35105233470273,180.0,public
449,3600,439.29533001010117,180.0,public
450,3600,507.85307386761235,180.0,public
451,3600,452.34080688121486,180.0,public
452,3600,508.1891082319433,180.0,public
453,3600,622.2200073030764,180.0,public
454,3600,284.00662064720944,440.28,car
455,3600,653.092247157566,180.0,public
456,3600,432.91414878126966,180.0,public
457,3600,271.9524102988304,440.28,car
458,3600,471.2628696898115,180.0,public
459,3600,240.38919195785545,440.28,car
460,3600,509.39548645990686,180.0,public
461,3600,491.3184777945247,180.0,public
462,3600,263.8085575120227,440.28,car
463,3600,264.5363487487047,440.28,car
464,3600,311.36068224948974,440.28,car
465,3600,540.3852157710843,180.0,public
466,3600,229.2262689441612,440.28,car
467,3600,565.3354148629367,180.0,public
468,3600,249.82027357320635,440.28,car
469,3600,450.70602663450705,180.0,public
470,3600,278.1958133470874,440.28,car
471,3600,490.52732533340065,180.0,public
472,3600,281.3117086731861,440.28,car
473,3600,504.36084806621983,180.0,public
474,3600,253.50052800972236,440.28,car
475,3600,261.2012050187846,440.28,car
476,3600,250.98778997148332,440.28,car
477,3600,265.8869336846642,440.28,car
478,3600,247.7418820037946,440.28,car
479,3600,487.29479652786637,180.0,public
480,3600,545.323808362544,180.0,public
481,3600,252.34879641502246,440.28,car
482,3600,525.0858006085616,180.0,public
483,3600,489.012343115942,180.0,public
484,3600,461.64147656645076,180.0,public
485,3600,335.1130605895874,440.28,car
486,3600,252.79757438528569,440.28,car
487,3600,832.3829637164423,18.0,bike
488,3600,256.34432738031813,440.28,car
489,3600,618.6919364192272,180.0,public
490,3600,475.43019353954185,180.0,public
491,3600,535.9434199772891,180.0,public
492,3600,239.5389582511095,440.28,car
493,3600,255.85609120196497,440.28,car
494,3600,499.15860283363344,180.0,public
495,3600,245.4020214706352,440.28,car
496,3600,324.35690897686953,440.28,car
497,3600,363.51477528971253,440.28,car
498,3600,250.71804015920912,440.28,car
499,3600,266.67213021433724,440.28,car
500,3600,280.989380117949,440.28,car
501,3600,268.75729519214667,440.28,car
502,3600,249.70116378610487,440.28,car
503,3600,741.9410382948859,180.0,public
504,3600,583.4945286074113,180.0,public
505,3600,532.2619278377953,180.0,public
506,3600,510.9689477920159,180.0,public
507,3600,259.0123377130816,440.28,car
508,3600,546.9750359579201,180.0,public
509,3600,517.9891844476485,180.0,public
510,3600,509.06842132206776,180.0,public
511,3600,277.1406419366483,440.28,car
512,3600,564.696086546556,180.0,public
513,3600,260.39160843133465,440.28,car
514,3600,264.1604446977527,440.28,car
515,3600,265.3898313188554,440.28,car
516,3600,242.67415878932616,440.28,car
517,3600,493.34060075492863,180.0,public
518,3600,456.2121262765827,180.0,public
519,3600,257.85356706367537,440.28,car
520,3600,265.21953127665256,440.28,car
521,3600,267.94051950790265,440.28,car
522,3600,910.7860400284736,18.0,bike
523,3600,495.2248782211392,180.0,public
524,3600,247.92987620389593,440.28,car
525,3600,564.7391977809739,180.0,public
526,3600,267.02444411972385,440.28,car
527,3600,506.03502773683584,180.0,public
528,3600,231.08945554855705,440.28,car
529,3600,276.456465863216,440.28,car
530,3600,566.251773265974,180.0,public
531,3600,234.88256741003025,440.28,car
532,3600,272.5050833429947,440.28,car
533,3600,556.1459054439963,180.0,public
534,3600,561.6150893423091,180.0,public
535,3600,450.2162020817533,180.0,public
536,3600,249.9077617782075,440.28,car
537,3600,512.9557661340168,180.0,public
538,3600,255.13385272945757,440.28,car
539,3600,678.3979755620464,180.0,public
540,3600,249.52867010584393,440.28,car
541,3600,244.8539180100944,440.28,car
542,3600,325.56552603996704,440.28,car
543,3600,550.7978573605176,180.0,public
544,3600,503.2686546576913,180.0,public
545,3600,486.34077897767105,180.0,public
546,3600,260.34074111266347,440.28,car
547,3600,246.0135163609211,440.28,car
548,3600,231.33428891888562,440.28,car
549,3600,562.7008576461271,180.0,public
550,3600,260.1558957888477,440.28,car
551,3600,254.74034014183349,440.28,car
552,3600,536.5774043379978,180.0,public
553,3600,796.1402372735215,18.0,bike
554,3600,506.29138749792077,180.0,public
555,3600,592.3816604220754,180.0,public
556,3600,231.61134558258524,440.28,car
557,3600,249.03188860026592,440.28,car
558,3600,487.79866386381764,180.0,public
559,3600,440.8162887951792,180.0,public
560,3600,243.0964847283256,440.28,car
561,3600,862.716620094397,18.0,bike
562,3600,255.4482873646877,440.28,car
563,3600,246.91676964982406,440.28,car
564,3600,269.024502197391,440.28,car
565,3600,527.6759036264415,180.0,public
566,3600,499.7607409152849,180.0,public
567,3600,272.9989528596745,440.28,car
568,3600,512.3753484319495,180.0,public
569,3600,279.10301409975904,440.28,car
570,3600,542.983975852403,180.0,public
571,3600,468.4590939317788,180.0,public
572,3600,232.35646863937873,440.28,car
573,3600,233.47256350087062,440.28,car
574,3600,282.213010852653,440.28,car
575,3600,261.2874397986634,440.28,car
576,3600,466.19521755292794,180.0,public
577,3600,588.8248542614848,180.0,public
578,3600,498.5727461584145,180.0,public
579,3600,491.1722571388834,180.0,public
580,3600,515.973424088565,180.0,public
581,3600,226.370892910798,440.28,car
582,3600,265.2796263766452,440.28,car
583,3600,251.23124977682227,440.28,car
584,3600,240.41927512152617,440.28,car
585,3600,446.7334797291105,180.0,public
586,3600,248.10531293632346,440.28,car
587,3600,540.201334818743,180.0,public
588,3600,543.1915102011419,180.0,public
589,3600,714.4729568877345,180.0,public
590,3600,269.5986099212958,440.28,car
591,3600,504.1059391875423,180.0,public
592,3600,233.1217699989997,440.28,car
593,3600,574.073023494527,180.0,public
594,3600,259.81329792901124,440.28,car
595,3600,247.51645650376867,440.28,car
596,3600,508.2891066059232,180.0,public
597,3600,454.9343233431066,180.0,public
598,3600,456.7767831290735,180.0,public
599,3600,554.8239201712089,180.0,public
600,3600,543.4827209451976,180.0,public
601,3600,443.39175368072404,180.0,public
602,3600,272.1240763609294,440.28,car
603,3600,524.616492088041,180.0,public
604,3600,532.7728843860275,180.0,public
605,3600,534.8802255236199,180.0,public
606,3600,218.49405596622404,440.28,car
607,3600,492.8028086659315,180.0,public
608,3600,531.9616067305952,180.0,public
609,3600,590.9545906255014,180.0,public
610,3600,220.76773229498318,440.28,car
611,3600,259.7116613654307,440.28,car
612,3600,593.8852290117527,180.0,public
613,3600,245.92079893167707,440.28,car
614,3600,561.372325651373,180.0,public
615,3600,561.4934008122988,180.0,public
616,3600,652.0909134495876,180.0,public
617,3600,265.164374131877,440.28,car
618,3600,420.9309523449035,180.0,public
619,3600,518.1129252149938,180.0,public
620,3600,501.79002611246284,180.0,public
621,3600,569.8554493808637,180.0,public
622,3600,550.075251554281,180.0,public
623,3600,456.60956007306095,180.0,public
624,3600,503.5834420584673,180.0,public
625,3600,263.93180821760507,440.28,car
626,3600,485.8059005698315,180.0,public
627,3600,261.75446669642906,440.28,car
628,3600,283.6525270018346,440.28,car
629,3600,601.196039509481,180.0,public
630,3600,264.8717465079313,440.28,car
631,3600,921.9646695182354,18.0,bike
632,3600,246.4525140148422,440.28,car
633,3600,229.99864341834876,440.28,car
634,3600,286.518218358878,440.28,car
635,3600,494.42183617468464,180.0,public
636,3600,226.83614232615804,440.28,car
637,3600,588.0783776358911,180.0,public
638,3600,307.80823053989434,440.28,car
639,3600,499.4572238413012,180.0,public
640,3600,290.8337827828114,440.28,car
641,3600,257.68214581939225,440.28,car
642,3600,272.70059523910027,440.28,car
643,3600,508.4130309977006,180.0,public
644,3600,273.33295244969025,440.28,car
645,3600,498.0141418052614,180.0,public
646,3600,556.0903528397414,180.0,public
647,3600,497.0816849711418,180.0,public
648,3600,494.45483028704433,180.0,public
649,3600,287.45438875097415,440.28,car
650,3600,631.3488677549174,180.0,public
651,3600,563.6018140984054,180.0,public
652,3600,242.64065251323393,440.28,car
653,3600,294.37523988651975,440.28,car
654,3600,311.95950527769503,440.28,car
655,3600,278.0927418381309,440.28,car
656,3600,269.56186292530424,440.28,car
657,3600,222.24994248775207,440.28,car
658,3600,583.4336239680821,180.0,public
659,3600,238.34262189114793,440.28,car
660,3600,828.2275830460492,18.0,bike
661,3600,284.6133988946204,440.28,car
662,3600,247.74784679009417,440.28,car
663,3600,259.6390998863877,440.28,car
664,3600,514.8167695533667,180.0,public
665,3600,507.8034994473272,180.0,public
666,3600,260.23896674776415,440.28,car
667,3600,482.1984222719906,180.0,public
668,3600,432.998304403028,180.0,public
669,3600,262.0220299794266,440.28,car
670,3600,310.8486471867377,440.28,car
671,3600,305.0273668764272,440.28,car
672,3600,880.6578279657831,18.0,bike
673,3600,513.3137842010973,180.0,public
674,3600,601.3238076726959,180.0,public
675,3600,466.0599673777697,180.0,public
676,3600,458.5407853435572,180.0,public
677,3600,508.6019108553497,180.0,public
678,3600,308.85605597834916,440.28,car
679,3600,256.4726072259419,440.28,car
680,3600,479.84893878254667,180.0,public
681,3600,223.06386764369972,440.28,car
682,3600,508.66060884281535,180.0,public
683,3600,288.04115739775136,440.28,car
684,3600,251.13617539038893,440.28,car
685,3600,253.71257597119663,440.28,car
686,3600,241.20643665710767,440.28,car
687,3600,530.9496409611198,180.0,public
688,3600,632.8163045004503,180.0,public
689,3600,564.0574755289365,180.0,public
690,3600,260.113022361709,440.28,car
691,3600,555.4655958934603,180.0,public
692,3600,444.18477919620636,180.0,public
693,3600,657.3509446807082,180.0,public
694,3600,494.50766853382066,180.0,public
695,3600,464.92168757802386,180.0,public
696,3600,558.8343753649335,180.0,public
697,3600,295.30974000266997,440.28,car
698,3600,491.0292721108954,180.0,public
699,3600,507.5267765712716,180.0,public
700,3600,222.8974285357806,440.28,car
701,3600,239.47922601188125,440.28,car
702,3600,521.574136021407,180.0,public
703,3600,234.49283055020393,440.28,car
704,3600,221.86854874615995,440.28,car
705,3600,285.620834919161,440.28,car
706,3600,497.0048830765103,180.0,public
707,3600,230.8112608478702,440.28,car
708,3600,254.0437877808635,440.28,car
709,3600,227.7460921765538,440.28,car
710,3600,254.53723871804763,440.28,car
711,3600,544.3682837550467,180.0,public
712,3600,967.2441579279101,18.0,bike
713,3600,448.8864205445782,180.0,public
714,3600,287.01840743511957,440.28,car
715,3600,611.3737129304436,180.0,public
716,3600,275.73756187522815,440.28,car
717,3600,226.18498422933513,440.28,car
718,3600,492.509684239301,180.0,public
719,3600,471.8372779549871,180.0,public
720,3600,475.93438960726627,180.0,public
721,3600,632.9730551988768,180.0,public
722,3600,534.1477308529807,180.0,public
723,3600,460.8037354802453,180.0,public
724,3600,579.7654373897412,180.0,public
725,3600,268.33193436097804,440.28,car
726,3600,275.78185086431705,440.28,car
727,3600,599.6452259056198,180.0,public
728,3600,498.6583089525486,180.0,public
729,3600,576.7433650038778,180.0,public
730,3600,273.04317093451635,440.28,car
731,3600,473.9647555022077,180.0,public
732,3600,511.4920003231185,180.0,public
733,3600,256.45241235404706,440.28,car
734,3600,899.0820385009367,18.0,bike
